IDCLIENTE,CLIENTE,USUARIOS,EJECUTIVO,TIPO DE DESCUENTO,%DESCUENTO,DIRECCION,ZONA,TIPO DE CLIENTE,GPS CLIENTE,TELEFONO,CORREO,REGFENTE,REDES SOCIALES,ASISTENTE DE FARMACIAS,ENCARGADO DE FARMACIA,priodidad,MES DE ACTIVACION,UNION,ESTATUS,CODIGO DE BRICK,DESCRIPCION IMS 
940cac08,FARMACIA PERIFERICO C.A.,eperez@distrilabve.com,,VOLUMEN,,Av Prolongacion con Av 5 de Julio C/C Paseo Moreno de Mendoza,Ciudad Bolivar,EN RUTA,"8.135273, -63.553913",04249115134,farmaciaperiferico21@gmail.com,,,,Jineska,,,,DATOS DEL CLIENTE INCOMPLETO,8001,FARMACIA PERIFERICO C.A.
1703a3f8,Maraplus La Concepcion,ydelgado@distrilabve.com,,,,,,EN RUTA,"10.617694, -71.837549",,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
c33b8b03,Farmacia milagrosa 3,myanez@distrilabve.com,,VOLUMEN,,Ssbana de parra,Sabana de parra,FUERA DE RUTA,"10.116797, -69.038517",,,Yaracuy,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3211,
26c670f8,"FARMACIA DON FRANCISCO DE DIOS, C.A.",eperez@distrilabve.com,,VOLUMEN,,Av Paseo Heres Edif Cayena Suits Piso PB Local 4,Ciudad Bolivar,EN RUTA,"8.130622, -63.546237",,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,8001,"FARMACIA DON FRANCISCO DE DIOS, C.A."
ad537d03,Farmacia Fin de Siglo Acarigua( farmavida),aromagnoli@distrilabve.com,,VOLUMEN,,Calle 30 con av 30 Acarigua,Acarigua,EN RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3301,
bb663091,Farmamedic,aromagnoli@distrilabve.com,,VOLUMEN,,,Acarigua,FUERA DE RUTA,,,,,,,Julio Colmenarez,,,,DATOS DEL CLIENTE INCOMPLETO,3301,
005bed14,N2 turpial,rbecerra@distrilabve.com,,,,Ccs,Valencia,FUERA DE RUTA,,,,Carabobo,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
e2ed6580,N2 araguaney,rbecerra@distrilabve.com,,,,Ccs,Acarigua,FUERA DE RUTA,,,,Portuguesa,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
040f20a2,N2 coporo,rbecerra@distrilabve.com,,,,,Barinas,FUERA DE RUTA,,,,Barinas,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
6711c733,Farmacia franjamar,ydelgado@distrilabve.com,,,,,,FUERA DE RUTA,"10.583008, -71.649844",,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
a053f7cb,Farmaamerica,ydelgado@distrilabve.com,,,,,,FUERA DE RUTA,"10.648142, -71.599303",,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
7d2cd994,AL KOSTO IMGEVE,ycorreas@distrilabve.com,,VOLUMEN,,,,EN RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
50fffdcc,Farma total plus,rbecerra@distrilabve.com,,,,Cc millenium,Los cortijos,FUERA DE RUTA,,,,Miranda,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0148,
cb63c98a,TU FARMACIA SANTA ISABEL,vpinero@distrilabve.com,,VOLUMEN,,,Coro,FUERA DE RUTA,"11.425810, -69.640406",,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,4101,
FARMACIA FARMA TOP 2040,FARMACIA FARMA TOP 2040,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
MEDICAL GROUP,MEDICAL GROUP,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
FARMAMOTO,FARMAMOTO,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
PODER DEL CIELO,PODER DEL CIELO,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
SAAS AV UNIVERSIDAD,SAAS AV UNIVERSIDAD,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
FARMARATO,FARMARATO,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
ALIANZA,ALIANZA,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
ANTO,ANTO,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
ANTO II,ANTO II,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
EL ATLANTICO,EL ATLANTICO,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
SAAS SAN MARTIN,SAAS SAN MARTIN,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
FARMASAM,FARMASAM,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
FLOR ORIENTAL,FLOR ORIENTAL,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
LA PLANICIE,LA PLANICIE,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
ANELMA,ANELMA,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
DOS LAGUNAS,DOS LAGUNAS,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
EL AMIGO,EL AMIGO,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
EL CARTANAL,EL CARTANAL,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
FARMA TOP 2022,FARMA TOP 2022,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
LA FORTUNA,LA FORTUNA,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
LAS DOS LAGUNAS,LAS DOS LAGUNAS,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
TACHITUY,TACHITUY,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
FARMADENTRO,FARMADENTRO,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
FARMACIA EL COLIBRI,FARMACIA EL COLIBRI,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
FARMACIA TABBAN,FARMACIA TABBAN,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
FCIA DANFRA 2301 C.A,FCIA DANFRA 2301 C.A,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
PRO SALUD,PRO SALUD,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
LA SOSA,LA SOSA,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
FARMAVENT,FARMAVENT,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
FRANLUIS,FRANLUIS,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
MORALES RAMIREZ,MORALES RAMIREZ,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
MULTIFARMACIA LOURDES,MULTIFARMACIA LOURDES,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
FARMAECONOMICA SUCURSAL,FARMAECONOMICA SUCURSAL,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
AUTOFCIA JN CORAL,AUTOFCIA JN CORAL,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
CHARALLAVE,CHARALLAVE,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
FARMACIA BETANIA 2021,FARMACIA BETANIA 2021,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
CHARALLAVE 1,CHARALLAVE 1,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
DR OSIO,DR OSIO,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
FARLUVEN,FARLUVEN,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
"FCIA QUIRON SALUD, C.A","FCIA QUIRON SALUD, C.A",nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
EDUARDO,EDUARDO,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
LA ROSA MISTICA,LA ROSA MISTICA,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
SALUD ALAMO,SALUD ALAMO,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
FARMA ECONOMICA,FARMA ECONOMICA,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
FARMACIA FARMA BAHIA EXPRESS,FARMACIA FARMA BAHIA EXPRESS,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
SALUD KASSAR,SALUD KASSAR,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
COLMIFARMACIA LA CANDELARIA,COLMIFARMACIA LA CANDELARIA,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
NUEVA CATEDRAL,NUEVA CATEDRAL,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
NUEVA CATEDRAL RL,NUEVA CATEDRAL RL,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
NiÃ±a Genesis,NiÃ±a Genesis,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
San Anselmo lecuna,San Anselmo lecuna,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
Nueva catedral rl2,Nueva catedral rl2,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
Fundafarmacia los Magallanes,Fundafarmacia los Magallanes,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Farmacia FarmaDg Catia,Farmacia FarmaDg Catia,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
Farmacia bethel,Farmacia bethel,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Soublett,Soublett,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
Tres tesoros,Tres tesoros,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
La isla,La isla,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
José gregorio Hernández,José gregorio Hernández,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Nuevo terminal 1,Nuevo terminal 1,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Calabozo,Calabozo,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Hospital,Hospital,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Fuerzas armadas,Fuerzas armadas,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Tienda,Tienda,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Ahorro,Ahorro,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Ahorro 2,Ahorro 2,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Ahorro 4,Ahorro 4,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Enviamed,Enviamed,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Farma hogar,Farma hogar,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Piar,Piar,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Botica Vargas,Botica Vargas,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
Salud tuy,Salud tuy,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Artiga,Artiga,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Los médanoss,Los médanoss,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
Miraflores,Miraflores,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
Farmaluz express,Farmaluz express,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Minuto 24,Minuto 24,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Mana,Mana,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Grupo Nix,Grupo Nix,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
Caripe,Caripe,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Armada,Armada,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Corporación Propatria,Corporación Propatria,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Pharmastore,Pharmastore,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Boavida,Boavida,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Monte sacro,Monte sacro,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Su farmacia,Su farmacia,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Marcelo Andrés,Marcelo Andrés,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Salomón david,Salomón david,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Sam Miguel arcangel,Sam Miguel arcangel,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Farmax,Farmax,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Los claveles,Los claveles,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Farmarket Chacaito,Farmarket Chacaito,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
San Francisco de yare,San Francisco de yare,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
La máxima 3000,La máxima 3000,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Soyfarma,Soyfarma,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
El ejército,El ejército,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
La económica,La económica,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Centro 181,Centro 181,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Saas Baralt,Saas Baralt,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Famar jv,Famar jv,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Farmacias unidas,Farmacias unidas,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Farmacias unidas capitolio,Farmacias unidas capitolio,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Farmacias unidas adriatrica,Farmacias unidas adriatrica,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Farmacias unidas fuerzas armadas,Farmacias unidas fuerzas armadas,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Farmacias unidas nueva anadri,Farmacias unidas nueva anadri,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Martin Elias,Martin Elias,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Ipp,Ipp,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Segundo,Segundo,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
San Ignacio Miguel nieves,San Ignacio Miguel nieves,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
El roble,El roble,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
Farmabox,Farmabox,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Fran luis,Fran luis,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
Gran campo,Gran campo,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Farma 24 horas,Farma 24 horas,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
FarmaDescuento Pérez Bonalde,FarmaDescuento Pérez Bonalde,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
Farmacia Saludable,Farmacia Saludable,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Venemergencia,Venemergencia,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Leid,Leid,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
León 5,León 5,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
León 1,León 1,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Lupi,Lupi,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Farmacandelaria,Farmacandelaria,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Ruiz pineda,Ruiz pineda,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Kaslik,Kaslik,nmilan@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,,,
Dg sucursal,Dg sucursal,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
Nueva cátedra rl 3,Nueva cátedra rl 3,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,,,
76df291d,"FARMACIA FARMACARONI SUC 2, C.A.",eperez@distrilabve.com,,VOLUMEN,,Unidad de Desarrollo 122 Planta Baja PB 01 Edif Almary  Av Dalla Costa,San Felix Edo. Bolivar,EN RUTA,"8.341634, -62.680465",042280190119,,,,Jeidy Gonzalez,Jorge Jarrouf,,,,DATOS DEL CLIENTE INCOMPLETO,8024,"FARMACIA FARMACARONI SUC 2, C.A."
b4da882b,Farmatodo Moran,aromagnoli@distrilabve.com,,,,Av moran,Barquisimeto,FARMATODO,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0315,
bad60cfe,"FARMACIA MAXICONSUMO, C.A.",eperez@distrilabve.com,,VOLUMEN,,Av Antonio de Berrio Local Parcela 14 Nro 125 El Pollito,San Felix Edo. Bolivar,EN RUTA,"8.367220, -62.648597",04249125570,farmaciamaxiconsumo2023@gmail.com,,,Marisela Correa,Marisela Correa,,,,DATOS COMPLETOS,8024,"FARMACIA MAXICONSUMO, C.A."
b29ac0f1,"FARMACITY CARONI, C.A.",eperez@distrilabve.com,,VOLUMEN,,Calle Urdaneta Manzana 24 Local Nro 7 Urb Moreno de Mendoza,San Felix Edo. Bolivar,EN RUTA,"8.346650, -62.668245",04128865203,farmacitycaroni@gmail.com,,,Eucaris Gil,Ali Delgado,,,,DATOS DEL CLIENTE INCOMPLETO,8024,"FARMACITY CARONI, C.A."
d2f2b817,"FARMACIA SAN JUAN LOENARDI, C.A.",eperez@distrilabve.com,,VOLUMEN,,Calle Urdaneta Local Manzana 002 Parcela 001 Urb Ud 103,San Felix Edo. Bolivar,EN RUTA,"8.346838, -62.668125",04247771587,,,,Yalitza Acuna,Yalitza Acuna,,,,DATOS DEL CLIENTE INCOMPLETO,8024,"FARMACIA SAN JUAN LEONARDI, C.A."
d756553d,Vista a medico,rmichelena@distrilabve.com,,,,,,FUERA DE RUTA,"10.169754, -68.259452",,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0000,
9b7546ed,FARMATODO PASEO CARONI C.A.,eperez@distrilabve.com,,VOLUMEN,,Av Paseo Caroni Alta Vista Calle Aro,Puerto Ordaz,FARMATODO,"8.291623, -62.734223",,,,,Daniel Brusual,Daniel Brusual,,,,DATOS DEL CLIENTE INCOMPLETO,0803,"FARMATODO PASEO CARONI, C.A."
175c32d6,FARMATODO VILLA GRANADA,eperez@distrilabve.com,,VOLUMEN,,Av Venezuela con EE. UU. Puerto Ordaz Villa Brasil,Puerto Ordaz Edo. Bolivar,FARMATODO,"8.315436, -62.726183",,,,,Roxana Patino,Roxana Patino,,,,DATOS DEL CLIENTE INCOMPLETO,0803,FARMATODO VILLA GRANADA
ff522612,Farmafull Darsalud Acarigua,aromagnoli@distrilabve.com,,,,Acarigua,Acarigua,EN RUTA,,,,Portuguesa,,,Chamuel Sanchez,,,,DATOS DEL CLIENTE INCOMPLETO,3301,
de257f8d,"FARMACIA FARMACARONI SUC 4, C.A.",eperez@distrilabve.com,,VOLUMEN,,Urb Vista Alegre Av Libertador Via Tanque del Inos,SAN FELIX EDO. BOLIVAR,EN RUTA,"8.352418, -62.648181",04148953914,,,,Jorge Jarrouj,Jorge Jarrouj,,,,DATOS DEL CLIENTE INCOMPLETO,8024,"FARMACIA FARMACARONI SUC 4, C.A."
268d700f,Fcia Zumaque 1,ydelgado@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
336b4833,Farmacia Elizabeth,eperez@distrilabve.com,,VOLUMEN,,Av Raul Leoni Upata,Upata,FARMATODO,"8.007835, -62.393304",,,,,Lizcar Cedeño,Carlos Sanchez,,,,DATOS DEL CLIENTE INCOMPLETO,8026,Farmacia Elizabeth
d9ed3426,"FARMACIA EL DORADO, C.A.",eperez@distrilabve.com,,VOLUMEN,,Av Gumilla Redoma el Dorado,San Felix,EN RUTA,"8.338450, -62.654747",04148747660,,,,Mallurvis Doral,Alejandrina Mata,,,,DATOS DEL CLIENTE INCOMPLETO,8024,"FARMACIA EL DORADO, C.A."
5aac57a1,Farmacia Oro,eperez@distrilabve.com,,,,Av Atlantico,Puerto Ordaz,FARMATODO,"8.289807, -62.717447",,,,,Alvaro Olivero,Alvaro Olivero,,,,DATOS DEL CLIENTE INCOMPLETO,0801,Farmacia Oro
55d1efd2,N2 cardenalito,rbecerra@distrilabve.com,,,,Ccs,Barquisimeto,FUERA DE RUTA,,,,Barquisimeto,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
19b56324,Fuerzas armada Dos,msalazar@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,7001,
b8ec9af7,N2 tucusito,rbecerra@distrilabve.com,,,,Ccs,Valera,FUERA DE RUTA,,,,Trujillo,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
be7821fb,Fcia Occidental,ydelgado@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
394774b2,FCIA SAAS SOCORRO,ydelgado@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
dccb7bb4,Farmacia la providencia grupo Infante,msalazar@distrilabve.com,,,,Avenida rótulo Gallegos oeste,Valle de la Pascua,EN RUTA,,04121321171,Farmasaludlaprovdencia@gmail.com,,Grupo Infante,Luiliana Mesia,Liliana Mesia,,,,DATOS COMPLETOS,2350,
6f3e46bb,Farmacia Orinoco (Del Valle 2017),msalazar@distrilabve.com,,,,Avenida Libertador,,EN RUTA,,,,,,,Daili Mijares,,,,DATOS DEL CLIENTE INCOMPLETO,2350,
1c6bd1fe,N2 mangle,rbecerra@distrilabve.com,,,,Ccs,Ccs,FUERA DE RUTA,,,,Distrito capital,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
8c2f4ca1,Farmacia Sinai (Pascua Oferta),msalazar@distrilabve.com,,,,Avenida Romulo Gallegos edificio Paolo Malavis sector centro,,EN RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,2350,
c53526f3,Farmacia Infante 4  Full Oferta,msalazar@distrilabve.com,,,,Avenida Romulo Gallegos,La Pascua,EN RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,2350,
51c52022,"FARMACIA CITYFARMA, C.A",msalazar@distrilabve.com,,NEGOCIACION,1%,Calle 23 de enero,,EN RUTA,"9.209068, -65.997913",04243636004,Farmaciacityfarma1@gmail.com,,@farmaciacityfarma,Hector Herrera,Hector Herrera,,,,DATOS COMPLETOS,2350,
86c34fbf,Farmaciap,motero@distrilabve.com,,VOLUMEN,,,,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,1,
eb590d2b,N2 tamarindo,rbecerra@distrilabve.com,,,,Ccs,Tocuyo,FUERA DE RUTA,,,,Lara,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
5a36430f,Botiqueria calle Colombia,nmilan@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,1030,
9e87f081,"FARMACIA 24 HORAS, C.A.",eperez@distrilabve.com,,VOLUMEN,,Alta Vista,Puerto Ordaz,EN RUTA,,,,,,Rabhi Abdala,Deixy Fuentes,,,,DATOS DEL CLIENTE INCOMPLETO,0801,"FARMACIA 24 HORAS, C.A."
6cc5fea1,FARMA VZLA CUMBRES,ycorreas@distrilabve.com,,VOLUMEN,,,,EN RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
5d744e03,FCIA BELEN 21,ydelgado@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
fb5ff658,FCIA FARMAOFERTA,ydelgado@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
9c01bb0d,FCIA KENDRYS,ydelgado@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
8066ac74,FCIA SION Y BIENESTAR,ydelgado@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
c965c09a,Farmaroca La Redoma,aromagnoli@distrilabve.com,,VOLUMEN,,Av vargas,,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,334,
55bf1cc0,SAAS CORO,vpinero@distrilabve.com,,VOLUMEN,,,,EN RUTA,"11.412550, -69.666119",,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
0edb956f,Cancum La Farmacia IV,msalazar@distrilabve.com,,,,Valle de la Pascua,Valle de la Pascua,EN RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,2350,
8b74cee4,Farma Paz las Avenidas,motero@distrilabve.com,,,,Av. La Paz Nro 50-1,,EN RUTA,"9.734042, -63.161893",,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0601,
77a9adac,Farma paz Luis del Valle,motero@distrilabve.com,,VOLUMEN,,Av Luis de Valle Garcia edif Dona,Maturin,EN RUTA,"9.734056, -63.161838",,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0601,
2f84f482,Farma Don las Avenidas,motero@distrilabve.com,,VOLUMEN,,Calle 2 con carrera 9-A PB EDIF VAPL,Maturin,EN RUTA,"9.743378, -63.168293",,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0603,
